[3.0282299110390745, -0.19378320156749554, -6.934750751603042]
[1.6315097820090236, -0.19284909538963457, -6.066350110683944]
[-1.8754798443701755, -0.21045509740536328, -3.794876947539615]
[2.8356097627378847, -0.21418070988278065, -7.800763036901882]
[-0.34760771213594444, -0.2121336208793652, -5.674259494185695]
[3.0282408997210117, -0.1941433065720369, -6.9348907766991275]
[1.6314695644429245, -0.19315115920771087, -6.066490176819748]
[-1.8755347346469144, -0.2105960461465801, -3.7950139947340573]
[2.8355704143408347, -0.21469932517645063, -7.800899822727692]
[-0.3476470214579246, -0.2124648248906915, -5.674396410189812]
[3.028206081288099, -0.1940567150129784, -6.934822238913295]
[1.6314366838187588, -0.19319909541952904, -6.066421718991066]
[-1.875536945453077, -0.21098811357593691, -3.794947331411447]
[2.8355385090809206, -0.21456249452095522, -7.800832973445777]
[-0.3476791985651171, -0.21261965744469444, -5.674329681369135]
[3.028147115650609, -0.19294740634712357, -6.9346425415959985]
[1.6314085045574043, -0.19232184129406152, -6.066241559687143]
[-1.8755097415106223, -0.21071158238973103, -3.794770141564781]
[2.83551066787159, -0.21328954325118993, -7.800657408258856]
[-0.3477067061878065, -0.21188445389590088, -5.674153193518076]
[3.028083850227457, -0.19128184874371393, -6.934423984689923]
[1.631388937529969, -0.1909124513856215, -6.0660232289284695]
[-1.8754697232625333, -0.2099674338482762, -3.794557336351897]
[2.8354919481924403, -0.21142063381568557, -7.800443983580289]
[-0.347725888469848, -0.21061938693708904, -5.673940148065642]
[3.0280237769665406, -0.18953207196321029, -6.93421312745369]
[1.6313721765798084, -0.18940098843605357, -6.065811877485639]
[-1.8754288109302513, -0.20907582016783754, -3.794349560203084]
[2.8354750955046035, -0.2094711363187536, -7.8002378199232965]
[-0.3477422085120039, -0.20923638965911032, -5.673733049083775]
[3.0279748761743566, -0.18797550446106182, -6.934028889858615]
[1.6313634907368137, -0.18804492963132916, -6.06562811489992]
[-1.8753911434965782, -0.208241823583765, -3.7941711395215956]
[2.835467134950597, -0.2077406384924012, -7.800057846265116]
[-0.3477507697474258, -0.20798517591130286, -5.6735539757040065]
[3.0279353311315953, -0.1867319525987078, -6.933884407618784]
[1.631354999213689, -0.1869570144448924, -6.065483151027805]
[-1.8753611957454166, -0.20755946975778702, -3.7940282666929956]
[2.835458276170313, -0.20635847988692643, -7.799916453741122]
[-0.34775899404813826, -0.20697666185228464, -5.673411709205136]
[3.0279088553263462, -0.18582782038654794, -6.9337775603816585]
[1.6313531797215797, -0.18616386402129692, -6.065376891964526]
[-1.875338034712005, -0.20705572864659108, -3.7939258670266223]
[2.8354571051039263, -0.205353225568516, -7.799812104153853]
[-0.34776085405516355, -0.2062388745652178, -5.673308485484725]
[3.027890293341576, -0.18524040489698093, -6.9337100586359295]
[1.6313492370817455, -0.18564706281617943, -6.065308831892439]
[-1.8753235064513283, -0.2067232121250566, -3.793857962870074]
[2.8354526044368105, -0.2046999248981905, -7.799745936307207]
[-0.3477646201947442, -0.20575644975494745, -5.673241296137284]
[3.0278824066834478, -0.1849231661159799, -6.933672083687599]
[1.6313510810306053, -0.1853665360909877, -6.065271509839427]
[-1.8753145829695081, -0.20653860330083373, -3.7938230978521936]
[2.835455105243531, -0.2043472508847529, -7.799708949282014]
[-0.347762911662989, -0.20549314512761002, -5.673205541368425]
[3.02787875839722, -0.18481970236970252, -6.9336620312210915]
[1.6313491931418902, -0.1852732442411211, -6.065260836438708]
[-1.8753123089782417, -0.20647200350692402, -3.793811125974466]
[2.835452571637454, -0.20423271459189735, -7.799698956516675]
[-0.34776466389428906, -0.20540393509077357, -5.673194392741607]
[3.027882133274712, -0.184872613789181, -6.933668272033972]
[1.631352232837203, -0.18531713368404978, -6.06526767740704]
[-1.8753130242219602, -0.20649248770916753, -3.7938192941948614]
[2.8354562080210304, -0.20429253101970934, -7.799705209070391]
[-0.3477617823063226, -0.2054426004292053, -5.673201763623702]
[3.027886321473945, -0.18502848775646655, -6.933689253510556]
[1.6313510494474786, -0.1854515228629097, -6.065288028545433]
[-1.8753176317340912, -0.20657092218478074, -3.7938376222928127]
[2.8354543702981982, -0.20446720693527012, -7.79972557324848]
[-0.34776284691508597, -0.2055658462040684, -5.6732209433149645]
[3.0278945152683434, -0.18524170011448327, -6.933714602470172]
[1.6313544922195913, -0.18563649775603785, -6.065314011827694]
[-1.8753226613082337, -0.20668228770525604, -3.793864585339087]
[2.8354584477274645, -0.20470586767587035, -7.79975052650938]
[-0.3477595777086737, -0.2057365806580648, -5.673247072416442]
[3.02790087896189, -0.18547570131960128, -6.933744890603495]
[1.6313532185420327, -0.18584002244920098, -6.065343650390675]
[-1.8753294714446063, -0.2068063319277363, -3.7938919440589904]
[2.8354565034051533, -0.20496770685431845, -7.799779988533746]
[-0.34776072814887193, -0.2059249401691662, -5.67327531171267]
[3.027909287245164, -0.1857033523713765, -6.933771867873103]
[1.6313563626385386, -0.18603829439545463, -6.065371234713913]
